RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,pred_probs
9385,15686242,Otutodilichukwu,771,France,Female,57,4,0.0,1,0,0,85876.67,0.9431826695821144
6138,15720371,McLean,652,France,Female,51,3,0.0,1,1,0,173989.47,0.9427444078714194
8707,15717770,Marcelo,850,Spain,Female,55,7,0.0,1,0,0,171762.87,0.9426666258237613
1194,15779947,Thomas,363,Spain,Female,28,6,146098.43,3,1,0,100615.14,0.9426241963398037
1469,15814846,Ozerova,691,France,Male,52,3,0.0,1,1,0,175843.68,0.9422893988932199
156,15679145,Chou,706,Spain,Male,57,7,0.0,1,1,0,17941.16,0.9421685633887438
3366,15764431,Chinwenma,671,Spain,Female,34,5,130929.02,4,1,1,28238.25,0.9418593894295822
2435,15613189,Browne,774,France,Female,52,2,56580.93,1,1,0,113266.28,0.9417627698544796
8604,15702541,Fraser,551,France,Female,59,2,166968.28,1,1,0,159483.76,0.9415964236171803
239,15794056,Johnston,668,France,Female,46,2,0.0,3,1,0,89048.46,0.9410761041800807
250,15772423,Liao,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,0.9408005156957201
5577,15635964,Eve,566,Germany,Male,65,4,120100.41,1,1,0,107563.16,0.9407695748036599
8055,15686236,Trevisani,525,Germany,Female,47,1,118087.68,1,1,0,88120.78,0.9404558734116751
8348,15757759,Okwuoma,807,Spain,Female,28,7,165969.26,3,1,0,156122.13,0.9404083467980653
2054,15610686,Melton,850,France,Male,63,8,169832.57,1,0,0,184107.26,0.9403289838190635
3557,15651823,Nkemjika,590,France,Female,60,6,147751.75,1,1,0,88206.04,0.9400233232528266
2521,15751561,Meng,498,Germany,Male,61,7,102453.26,1,1,0,187247.56,0.9398815203659429
7835,15797165,Bergamaschi,703,France,Male,56,9,0.0,1,0,0,85547.33,0.938893578872644
5790,15726103,Tsou,689,Germany,Female,55,1,76296.81,1,1,0,42364.75,0.938852416771896
2455,15636089,Hs?,678,Germany,Female,51,1,145751.03,1,0,0,109718.44,0.938679807210915
7267,15762716,Chigozie,762,Spain,Female,60,10,168920.75,1,1,0,31445.03,0.9385658292040532
3704,15768451,MacDonald,739,Germany,Male,40,5,149131.03,3,1,1,60036.99,0.938425112368029
7568,15750545,Chidiebere,629,France,Male,44,5,0.0,4,0,0,117572.59,0.9379939767261136
6376,15708534,Afamefuna,524,Spain,Female,64,5,0.0,1,1,0,136079.64,0.9378386720049815
1439,15574068,Norman,504,Germany,Male,56,9,104217.3,1,0,0,55857.48,0.9378001197643844
7605,15636454,Fu,691,France,Female,60,6,101070.69,1,1,0,177355.8,0.9377389039013586
2236,15633930,Yobachukwu,648,Spain,Female,56,6,157559.59,2,1,0,140991.23,0.9374556705378038
4143,15609623,McConnell,637,France,Female,63,5,0.0,1,1,0,28092.77,0.9371842374436236
8106,15635116,Burgos,659,Spain,Male,60,2,0.0,1,1,0,177480.45,0.937021363730569
1647,15651533,Brown,570,Germany,Female,50,5,129293.74,1,1,0,177805.44,0.9369929772352568
715,15807609,Yuan,650,Spain,Female,25,3,86605.5,3,1,0,16649.31,0.936812992946787
1929,15716609,L?,484,Germany,Male,54,3,134388.11,1,0,0,49954.79,0.9365393473580483
180,15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,0.9361017193797332
414,15801559,Chiang,693,Germany,Female,41,9,181461.48,3,1,1,187929.43,0.9356124579233759
91,15757535,Heap,647,Spain,Female,44,5,0.0,3,1,1,174205.22,0.9356039110722711
3611,15711716,Ferguson,580,France,Female,56,1,131368.3,1,1,0,106918.67,0.9352440358438945
8226,15804142,Tan,670,Spain,Female,57,3,175575.95,2,1,0,99061.75,0.9348763203616977
5792,15730044,Greco,809,Germany,Female,42,6,64497.94,3,0,1,182436.81,0.9347617149272568
7454,15702571,Wright,778,Germany,Female,35,1,151958.19,3,1,1,131238.37,0.9345316192174341
6100,15743498,Winter,532,Germany,Male,52,9,137755.76,1,1,0,163191.99,0.9341359947830774
3239,15588080,Giles,675,France,Male,54,6,0.0,1,1,0,110273.84,0.9340968715192627
272,15619955,Bevington,733,Germany,Male,34,3,100337.96,3,1,0,48559.19,0.9333061852256079
9748,15775761,Iweobiegbunam,610,Germany,Female,69,5,86038.21,3,0,0,192743.06,0.9332489358864688
2351,15646764,Lorenzo,617,Germany,Female,58,3,119024.75,2,1,0,35199.24,0.9330655721259782
5369,15745326,Carandini,538,France,Female,62,3,75051.49,1,0,0,17682.02,0.9329403630103277
2136,15704284,Ekechukwu,736,Germany,Male,57,9,95295.39,1,1,0,28434.44,0.9325332817968083
4644,15672594,Stevenson,597,France,Female,60,0,131778.08,1,0,0,10703.53,0.9324900810037637
7035,15767264,Lawson,465,Germany,Male,53,1,117438.17,1,0,0,74898.8,0.9320105077119069
5608,15771728,Mackenzie,641,Germany,Male,41,7,104405.54,3,1,0,17384.21,0.9319513196832669
2460,15756920,Genovesi,576,France,Male,63,9,70655.48,1,0,0,78955.8,0.9312863731483877
6520,15571869,Lei,669,Germany,Female,50,4,112650.89,1,0,0,166386.22,0.9311350215523618
3914,15732266,Field,553,Germany,Male,53,5,127997.83,1,1,0,165378.66,0.9310714559925295
9333,15638882,Cardell,710,Germany,Female,62,9,148214.36,1,1,0,48571.14,0.9306817237934296
2093,15757408,Lo,655,Spain,Male,38,3,250898.09,3,0,1,81054.0,0.9306319121318891
4670,15751491,Hsiao,443,Germany,Male,50,3,117206.3,1,1,0,42840.18,0.9305901732602762
2660,15679410,Caldwell,729,France,Female,62,4,140549.4,1,1,0,30990.16,0.9305769008496475
4785,15811588,Eluemuno,664,Spain,Female,53,7,187602.18,1,1,0,186392.99,0.9304933262111863
7768,15748660,Ellis,561,Germany,Female,49,1,102025.32,1,1,0,133051.64,0.9301159571849723
9139,15771668,Henderson,578,France,Male,59,10,185966.64,1,0,0,9445.42,0.9301098662254084
2749,15753332,Loftus,401,Germany,Male,48,8,128140.17,1,1,0,175753.55,0.9299624260579893
3804,15651264,Yobanna,850,Germany,Male,51,4,124425.99,1,0,0,118545.49,0.9299380195043092
5751,15583392,Woronoff,747,Germany,Male,37,9,135776.36,3,1,0,85470.45,0.9298599210046029
9561,15658409,Mao,686,France,Male,41,5,128876.71,3,1,1,106939.34,0.9298135216335405
1315,15644833,Duncan,675,France,Male,54,2,0.0,1,1,0,149583.67,0.9298037181189914
601,15683503,Hudson,601,France,Female,43,8,0.0,3,0,1,110916.15,0.9296183569800975
8756,15697510,Tien,707,Spain,Female,52,7,0.0,1,1,0,109688.82,0.9295701756203801
1613,15649121,Pinto,665,France,Male,52,3,0.0,1,1,0,116137.01,0.9294065425566383
4471,15593795,Linton,516,Germany,Female,53,1,156674.2,1,1,0,118502.34,0.9292158840581934
8073,15661473,Boni,780,Germany,Male,51,4,126725.25,1,1,0,195259.31,0.9289375436301109
9878,15572182,Onwuamaeze,505,Germany,Female,33,3,106506.77,3,1,0,45445.78,0.9288263472709509
545,15802593,Little,504,France,Female,49,7,0.0,3,0,1,87822.14,0.9283254540894955
1444,15598751,Ingram,556,France,Female,43,6,0.0,3,0,0,125154.57,0.9279166750279404
3172,15589449,Frye,815,France,Female,56,3,0.0,3,1,1,94248.16,0.9278363264126578
7329,15689786,Massie,850,Germany,Male,56,1,169743.83,1,0,0,155850.4,0.9274889474166789
7814,15592751,Okwudiliolisa,684,Germany,Female,63,3,81245.79,1,1,0,69643.31,0.9273606920490338
2081,15813412,Barlow,721,France,Female,55,3,44020.89,1,1,0,65864.4,0.9272428502829766
5824,15573628,Greene,751,Germany,Female,51,7,148074.79,1,1,0,146411.41,0.9271746566463046
6568,15593425,Bracewell,662,Spain,Female,54,1,187997.15,1,0,0,111442.71,0.9269293426607351
6105,15750731,Trevisani,736,Germany,Male,50,9,116309.01,1,1,0,185360.4,0.926830861844053
1390,15684196,Aitken,627,France,Female,55,2,159441.27,1,1,0,100686.11,0.9266424685421418
5019,15754577,Boni,556,France,Female,51,8,61354.14,1,1,0,198810.65,0.9263643360095881
7591,15568819,Chiganu,619,Germany,Female,42,8,132796.04,3,1,1,191821.35,0.926333344537604
8349,15796230,Morley,642,Germany,Female,36,2,124495.98,3,1,1,57904.22,0.9262599923370317
3120,15663161,Chiu,680,Germany,Female,51,5,143139.87,1,0,0,47795.43,0.9262551366024092
7239,15594133,Erskine,697,Spain,Male,62,7,0.0,1,1,0,129188.18,0.9258678732163566
6509,15700801,Eipper,850,Germany,Male,42,6,84445.68,3,0,1,60021.34,0.9253724620075544
5607,15741988,Marino,492,Germany,Female,52,8,125396.24,1,1,0,10014.72,0.9253433659926262
5159,15789582,Macleod,587,France,Male,55,9,0.0,1,1,0,64593.07,0.9250086389510828
2880,15669411,Muse,750,Germany,Female,52,6,107467.56,1,1,0,126233.18,0.9250030471468262
3269,15611430,Abramowitz,690,France,Male,54,5,0.0,1,1,0,12847.61,0.9247591814948422
4498,15758901,Henderson,713,Spain,Female,47,1,0.0,1,1,0,107825.08,0.9246868210414595
4580,15711028,Nnachetam,534,France,Male,52,1,0.0,3,1,1,104035.41,0.924467682790676
6893,15705009,Cartwright,649,France,Female,56,8,156974.26,1,1,0,89405.26,0.9242294895603738
2277,15684951,He,542,France,Female,59,2,68892.77,2,1,0,7905.06,0.9241661461635636
3551,15648455,Kung,647,Germany,Male,51,4,131156.76,1,1,0,29883.63,0.9238211982730694
7478,15646190,Saunders,677,France,Female,56,0,119963.45,1,0,0,158325.87,0.9234673942920408
4749,15759067,Bromby,537,Germany,Female,37,7,158411.95,4,1,1,117690.58,0.9233687204246852
9479,15651900,Bergamaschi,782,Germany,Female,53,1,81571.05,1,1,0,182960.46,0.9232376042583366
5536,15694444,Buttenshaw,648,Germany,Female,32,8,157138.99,3,1,0,190994.48,0.923218986868421
3097,15745083,Lei,613,Germany,Male,59,8,91415.76,1,0,0,27965.0,0.923186435472744
1123,15789955,Hu,698,Germany,Male,56,1,112414.81,2,0,0,93982.02,0.9231062628302097
8185,15605916,Uvarova,659,France,Female,50,3,0.0,1,1,0,183399.12,0.9230810245544366
144,15713483,Greeves,793,Spain,Male,52,2,0.0,1,1,0,159123.82,0.9229913614029113
6872,15658067,Walker,636,Germany,Female,48,3,120568.41,1,1,0,190160.04,0.9228785727745741
4713,15618774,White,474,France,Male,54,3,0.0,1,1,0,108409.17,0.9227558723919632
4865,15783225,Cocci,737,France,Male,54,9,0.0,1,1,0,83470.4,0.9224494283212534
4890,15693205,Peng,691,Germany,Female,41,8,109153.96,3,1,1,148848.76,0.9223078232944026
7599,15613699,Schnaars,430,France,Female,60,7,73937.02,1,1,0,161937.62,0.9223064134871058
494,15725679,Hsia,531,France,Female,47,6,0.0,1,0,0,194998.34,0.9221412240864639
1677,15658057,Padovesi,812,Spain,Female,44,8,0.0,3,1,0,66926.83,0.9221292328771581
2901,15668575,Hao,626,Spain,Female,26,8,148610.41,3,0,1,104502.02,0.9221156710248037
4517,15812210,Yashina,497,Germany,Female,32,8,111537.23,4,1,1,9497.99,0.9220036401272017
7437,15671534,Hovell,646,Germany,Female,57,6,90212.0,1,1,0,13911.27,0.921956655411755
7719,15670898,McKenzie,740,France,Female,60,5,108028.08,2,0,0,25980.42,0.9219206974047979
3255,15778368,Allan,552,Germany,Male,50,4,121175.56,1,1,0,117505.07,0.9216616386174777
4138,15698732,K'ung,789,Germany,Male,51,3,104677.09,1,1,0,74265.38,0.9216268017858369
3976,15720071,Fiorentini,535,France,Female,49,3,0.0,1,0,0,61820.41,0.9213111233919608
7634,15727811,Ts'ui,661,Germany,Female,47,0,109493.62,1,0,0,188324.01,0.9212148399910232
9207,15611767,Mai,624,Germany,Female,52,0,133723.43,1,0,0,4859.59,0.9206673411880361
894,15772781,Ball,703,France,Female,51,3,0.0,3,1,1,77294.56,0.920645533480224
5135,15641604,Frolova,850,France,Female,55,10,98488.08,1,1,0,155879.57,0.9202530524350201
2033,15658716,Banks,667,Germany,Female,37,5,92171.35,3,1,0,178106.34,0.9199989435182281
8216,15743236,Piccio,687,France,Female,61,7,80538.56,1,1,0,131305.37,0.9198287589890977
8306,15605698,Harrison,746,France,Male,58,3,0.0,3,1,1,80344.96,0.9196173993983884
7518,15771409,McGregor,586,France,Male,58,7,151933.63,1,1,0,162960.05,0.9195599261181918
7852,15651581,Lavrentyev,758,Germany,Male,68,6,112595.85,1,1,0,35865.44,0.9195457401576054
2806,15618936,MacDonald,688,France,Female,51,5,0.0,1,1,0,91624.11,0.919394419354269
9467,15592716,Clarke,559,France,Male,52,2,0.0,1,1,0,129013.59,0.919130966523194
814,15775306,Ni,421,Germany,Male,28,8,122384.22,3,1,1,89017.38,0.9190912785112476
9039,15657349,Carter,803,Germany,Female,50,8,98173.02,1,0,0,22457.25,0.9190168395978298
6554,15607526,Lu,638,Germany,Male,50,1,102645.48,1,1,0,168359.98,0.9188464678193535
7999,15772482,Iloerika,829,Germany,Male,28,3,132405.52,3,1,0,104889.2,0.9188182412966501
2269,15777553,Hanson,659,France,Female,56,9,123785.24,1,1,0,99504.03,0.9187293719722217
882,15571928,Fraser,679,France,Female,43,4,0.0,3,1,0,115136.51,0.918612512337347
4022,15697100,Wright,772,Germany,Female,48,6,108736.52,1,1,0,184564.67,0.9185742527778363
7143,15654859,Ngozichukwuka,612,Spain,Female,63,2,131629.17,2,1,0,122109.58,0.9178005456433789
1952,15589793,Onwuamaeze,604,France,Male,53,8,144453.75,1,1,0,190998.96,0.9177226810981772
4137,15757952,Teng,651,France,Male,44,2,0.0,3,1,0,102530.35,0.9176913743328224
3992,15601659,Fiorentino,496,Germany,Female,59,7,91680.1,2,1,0,163141.18,0.9176594986282396
6751,15690546,Riley,618,France,Female,42,2,0.0,4,0,0,111097.39,0.917537476980035
4105,15676571,Bezrukova,850,France,Male,55,6,0.0,1,1,0,944.41,0.9173197437783334
3640,15793049,Atkins,680,Germany,Female,48,8,115115.38,1,1,0,139558.6,0.9167307451154234
1048,15793949,Cheng,726,France,Female,48,4,0.0,1,1,0,114020.06,0.916603113101214
1460,15571778,Trentini,817,France,Female,55,10,117561.49,1,1,0,95941.55,0.9164715630218047
8953,15713975,Gibson,565,Germany,Female,47,10,139756.12,1,1,0,165849.49,0.9159951480290557
2913,15628972,Nebeolisa,699,Germany,Male,32,1,123906.22,3,1,1,127443.82,0.9159894019696929
1377,15587233,Donoghue,457,France,Male,41,8,73700.12,3,1,1,185750.02,0.9158066938178021
9820,15813946,Duffy,637,Germany,Male,51,1,104682.83,1,1,0,55266.96,0.9156228892155226
3560,15727353,Ch'ang,650,France,Female,64,7,142028.36,1,1,0,32275.09,0.9155554006099936
7773,15614168,Alexander,792,Germany,Female,50,4,146710.76,1,1,0,16528.4,0.9141021044479927
1306,15800434,Burgess,811,Germany,Male,52,10,76915.4,1,0,0,146359.81,0.9140705078332229
2963,15605000,John,550,France,Male,38,9,140278.99,3,1,1,171457.06,0.9140169435675441
1917,15812198,Chen,543,Germany,Male,48,1,100900.5,1,0,0,33310.72,0.9139818396269798
6776,15751455,Boyle,469,France,Female,48,5,0.0,1,1,0,160529.71,0.9139221521813637
2659,15815490,Cocci,670,Germany,Male,40,2,164948.98,3,0,0,177028.0,0.9138656737881906
1233,15607537,Crawford,587,Germany,Male,46,9,107850.82,1,1,0,139431.0,0.9138150006646837
943,15804586,Lin,376,France,Female,46,6,0.0,1,1,0,157333.69,0.9136675088368423
152,15759618,Alexeeva,535,France,Female,48,9,0.0,1,1,0,149892.79,0.9129399758751701
8735,15642530,Coates,706,Germany,Female,47,10,144090.42,1,1,0,140938.95,0.9125779337572979
1449,15585367,Diribe,555,Germany,Female,46,4,120392.99,1,1,0,177719.88,0.9121064137775061
5990,15601811,Caldwell,668,France,Female,53,10,110240.04,1,0,0,183980.56,0.9120489868374814
1506,15798975,Doherty,606,Germany,Male,48,4,132403.56,1,0,0,36091.91,0.9120063339269675
6507,15702095,Clarke,585,Spain,Female,56,1,128472.8,1,1,0,186476.91,0.9115808407007409
4913,15792228,Onwumelu,748,France,Male,60,0,152335.7,1,1,0,126743.33,0.9102734309541349
1709,15772892,Robertson,699,France,Female,49,2,0.0,1,0,0,105760.01,0.9102234255990236
6268,15689328,Harrison,705,Germany,Male,48,9,114169.16,1,0,0,173273.2,0.9097856753401606
2795,15597930,Wilson,646,France,Male,52,8,59669.43,1,0,0,172495.81,0.9095961547660345
7995,15713440,Barese,519,Germany,Female,21,1,151701.45,3,1,1,170138.68,0.9095233578320426
3230,15589715,Fulks,584,France,Female,66,5,0.0,1,1,0,49553.38,0.9090562171255264
7927,15732644,Evans,567,Spain,Female,54,5,92316.31,2,1,0,158590.66,0.9089401232264567
4800,15656683,Johnson,551,France,Male,52,1,0.0,1,0,0,63584.55,0.9087476504733089
7804,15691504,Yusupova,619,Germany,Female,52,8,124099.13,1,0,0,23904.52,0.9085786036119814
5842,15737267,Marcelo,676,France,Female,49,1,0.0,1,1,0,79342.31,0.9081971327636819
8076,15745250,Simpson,850,France,Male,58,8,156652.13,1,0,0,25899.21,0.9080273263033375
9063,15753110,McKay,720,Spain,Male,64,3,45752.78,2,1,0,79623.28,0.9079272333848103
380,15629677,Distefano,687,Spain,Female,39,2,0.0,3,0,0,188150.6,0.9079021449334829
4344,15654577,Alexeeva,549,Germany,Male,54,5,92877.33,1,1,0,2619.64,0.9078957276344182
6818,15593128,Vinogradoff,608,France,Female,56,10,129255.2,2,1,0,142492.04,0.9073394082921734
6670,15797900,Chinomso,517,France,Male,56,9,142147.32,1,0,0,39488.04,0.9072103158723188
6744,15616213,Levy,555,Germany,Female,51,9,138214.5,1,1,0,198715.27,0.9070315929003013
5083,15793307,Calabresi,724,Spain,Female,41,4,142880.28,3,0,0,185541.2,0.9067665402687937
4403,15720637,Bell,710,Germany,Female,46,10,120530.34,1,1,0,166586.99,0.906745249443308
5854,15765300,L?,596,Germany,Male,40,5,62389.03,3,1,0,148623.43,0.9063326272786734
1352,15635435,White,648,France,Female,54,9,120633.42,1,0,0,5924.38,0.9061208943407147
5256,15745533,Sargent,799,France,Female,63,1,110314.21,2,1,0,37464.0,0.9058583883934965
9371,15732438,Cheng,561,France,Male,43,4,0.0,4,0,0,18522.91,0.9058407646036688
8919,15578787,Goddard,641,France,Female,52,4,0.0,1,1,0,90964.54,0.9057387042644353
5702,15724154,Manna,625,Germany,Female,49,4,128504.76,1,1,0,126812.63,0.9056385125960144
4608,15734524,Wang,653,France,Male,51,3,0.0,1,1,0,170426.65,0.9055543469220552
3110,15735878,Law,850,Germany,Female,47,10,134381.52,1,0,0,26812.89,0.9052839341596439
1193,15589572,Otutodilichukwu,785,Spain,Female,61,4,129855.72,2,1,0,170214.82,0.9051620251857858
3498,15588944,Maughan,456,France,Female,63,1,165350.61,2,0,0,140758.07,0.9051124637475788
5515,15773283,Dennis,641,France,Male,65,6,38340.02,1,1,0,32607.77,0.905088639376957
8299,15605534,Turnbull,644,Germany,Female,51,4,95560.04,1,0,0,72628.84,0.9043725174072181
9720,15724321,Baresi,516,Germany,Female,47,9,128298.74,1,0,0,149614.17,0.9039392702268542
4185,15635141,Miller,598,Germany,Male,59,8,118210.42,2,0,0,60192.14,0.9039264517774189
4210,15729201,Harewood,682,France,Male,55,9,0.0,1,1,0,153356.8,0.9033703137586767
4598,15677105,Rossi,706,Germany,Female,46,4,105214.58,1,1,0,108699.59,0.9033087125188298
4607,15784958,Allan,797,France,Female,55,10,0.0,4,1,1,49418.87,0.9031291499912135
7571,15791944,Harker,697,France,Male,32,7,175464.85,3,1,0,116442.42,0.9026291991101142
3720,15577999,Sleeman,850,France,Female,62,1,124678.35,1,1,0,70916.0,0.9023773315122425
8018,15631406,Munro,459,Germany,Male,50,5,109387.9,1,1,0,155721.15,0.9018381235493433
4269,15709941,Feng,753,France,Male,46,8,0.0,3,1,0,90747.94,0.9010383526896856
2150,15648794,Giordano,836,Spain,Male,57,4,101247.06,1,1,0,37141.62,0.9003617447212013
9219,15806318,Wright,676,Germany,Female,48,2,124442.38,1,1,0,15068.53,0.8997292732027744
5701,15812888,Perreault,447,France,Male,41,3,0.0,4,1,1,197490.39,0.8995273602575982
1923,15805637,Hsing,625,France,Male,36,9,108546.16,3,1,0,133807.77,0.8995117199504511
7637,15673238,McCarthy,517,Germany,Female,59,8,154110.99,2,1,0,101240.08,0.8988288289868009
9636,15658768,Lucas,547,France,Female,49,2,0.0,1,0,0,65466.93,0.8986075112737005
9277,15623989,Griffin,435,France,Male,54,3,0.0,1,1,0,156910.46,0.8981963288546544
8120,15586236,Banks,704,France,Male,31,5,132084.66,3,1,1,54474.48,0.8981709074471413
5684,15651664,Wilder,615,France,Female,61,1,104267.7,1,1,0,62845.64,0.8981518968039681
6290,15773276,Townsend,633,Spain,Male,63,4,114552.6,1,1,0,73856.28,0.8979594314183181
2396,15672374,Pai,672,France,Male,52,8,170008.84,1,0,0,56407.42,0.8979270935950685
6891,15673877,Murray,490,France,Male,39,1,0.0,3,1,0,171060.01,0.8978559114684187
7809,15649033,Echezonachukwu,603,Germany,Female,55,7,127723.25,2,1,0,139469.11,0.8978074677518323
59,15623944,T'ien,511,Spain,Female,66,4,0.0,1,1,0,1643.11,0.8974473314435271
4887,15657468,Simmons,711,Germany,Female,53,5,123805.03,1,1,0,102428.51,0.8972663838377869
6730,15619608,Ojiofor,454,Germany,Female,50,10,92895.56,1,1,0,154344.0,0.8967332450188086
9412,15796115,Forbes,689,Germany,Female,40,4,78119.59,4,1,0,119259.34,0.8966958278267066
8344,15591698,P'eng,849,Germany,Female,49,9,132934.89,1,1,0,171056.65,0.8965905009709232
31,15589475,Azikiwe,591,Spain,Female,39,3,0.0,3,1,0,140469.38,0.8964955404197369
610,15586585,Duncan,698,Germany,Female,51,2,111018.98,1,1,0,86410.28,0.8962419458008823
2852,15776454,Hamilton,603,France,Female,48,5,0.0,1,1,0,100478.6,0.8960250132221352
6858,15629299,Yang,546,Germany,Female,52,1,106074.89,1,1,1,23548.45,0.8956050507319907
2857,15813067,Williams,432,Germany,Female,45,3,110219.14,1,1,0,43046.7,0.8952579732691206
768,15677921,Bobrov,720,Germany,Male,60,9,115920.62,2,0,0,157552.08,0.8951619464445636
2500,15634974,Seppelt,614,France,Female,37,8,75150.34,4,0,1,131766.67,0.8951311516378672
9322,15686099,Ruse,563,Spain,Male,61,1,82182.1,1,1,0,106826.92,0.8950378520978798
5456,15726855,Oliver,805,Germany,Female,45,9,116585.97,1,1,0,189428.75,0.8947921592008977
1211,15658969,Gray,711,France,Male,51,7,0.0,3,1,0,38409.79,0.8946225645399107
8476,15574830,Townsley,633,Germany,Male,58,2,128137.42,2,1,0,147635.33,0.894201383123317
3684,15727197,Pinto,576,France,Female,52,9,170228.59,2,0,0,148477.57,0.893940569617899
3503,15660505,Romani,735,Germany,Male,46,2,106344.95,1,1,0,114371.33,0.8939177465922095
2408,15579130,Chidiegwu,708,Germany,Female,43,0,118994.84,1,1,0,181499.77,0.893489001071
8485,15601012,Abdullah,802,France,Female,60,3,92887.06,1,1,0,39473.63,0.8930175965865542
2010,15732917,Li,729,Germany,Male,46,5,117837.43,1,1,0,104016.61,0.892673801265156
400,15646372,Outhwaite,616,France,Female,66,1,135842.41,1,1,0,183840.51,0.8926451099360149
2125,15603851,Galkin,704,France,Male,32,7,127785.17,4,0,0,184464.7,0.8925848079684018
4198,15707674,Marino,515,France,Female,58,2,131852.81,1,1,0,81436.68,0.8925597395455255
2294,15801265,Tang,689,Spain,Female,45,0,57784.22,1,1,0,197804.0,0.8925181260150666
2345,15642345,Y?,714,Germany,Female,49,4,93059.34,1,1,0,7571.51,0.8917518679994828
5265,15691817,Iloerika,547,Spain,Female,44,5,0.0,3,0,0,5459.07,0.891631557028572
3338,15647385,Ch'iu,579,Spain,Male,56,4,99340.83,1,0,0,4523.74,0.8911190795257885
3410,15593736,Cook,598,Germany,Female,46,7,131769.04,1,0,0,184980.23,0.890983746289278
1826,15678727,Tan,770,Germany,Male,45,4,110765.68,1,1,0,26163.74,0.8906013426833572
7630,15591107,Flemming,723,Germany,Female,68,3,110357.0,1,0,0,141977.54,0.8903800161525518
3531,15623712,Coates,453,Spain,Female,42,5,0.0,3,1,0,83008.49,0.8903598677016422
3839,15778154,Kung,628,Germany,Male,50,4,122227.71,1,0,1,14217.77,0.8902125492092879
3617,15738907,Tobenna,798,France,Female,60,6,96956.1,1,1,0,31907.44,0.889998629239424
3539,15761023,Murphy,554,Germany,Female,43,2,120847.11,1,1,0,7611.61,0.8896985919568652
4154,15664001,Riddle,695,Germany,Female,53,8,95231.91,1,0,0,70140.8,0.8896892522815487
1493,15744517,Esposito,735,Spain,Male,50,9,0.0,1,0,0,166677.35,0.889600649571894
4885,15569274,Pisano,678,Germany,Male,49,2,116933.11,1,1,0,195053.58,0.8890641426314833
7963,15623630,Foster,634,Germany,Female,56,3,116251.24,1,0,1,42429.88,0.8887280925987155
9415,15632280,Toth,544,Spain,Female,53,9,0.0,1,1,0,125692.07,0.8886293915337367
9719,15704053,T'ang,710,Spain,Male,62,3,131078.42,2,1,0,119348.76,0.8885288764150621
7883,15732061,Liu,850,Germany,Female,45,1,121874.89,1,0,0,6865.41,0.8880739170004226
3194,15725794,Winters,659,France,Female,49,1,0.0,1,1,0,116249.72,0.8876848853048181
3669,15586133,Pisano,666,Germany,Female,44,2,122314.5,1,0,0,68574.88,0.8874321862681169
5495,15642821,Ijendu,383,Spain,Female,48,8,95808.19,1,0,0,137702.01,0.887373115438138
6405,15745399,Marino,649,Spain,Female,49,2,0.0,1,1,0,84863.85,0.8870049509739949
4524,15734202,Chidimma,660,Germany,Female,52,4,86891.84,1,1,0,90877.76,0.8867352669653739
2075,15805303,Olisanugo,661,Germany,Male,44,1,141136.62,1,1,0,189742.78,0.8865380490162674
6714,15666711,Ukaegbulam,586,France,Female,46,0,0.0,3,0,1,131553.82,0.8862377234255484
8911,15744873,Wright,657,Germany,Female,48,5,143595.87,1,0,0,101314.65,0.8859761765060256
8423,15756321,Johnston,612,Spain,Female,52,5,144772.69,1,0,0,98302.57,0.8859558617577754
4613,15649292,Bellucci,748,France,Female,49,7,29602.08,1,0,0,163550.58,0.8855369334009519
4397,15691119,Martin,721,Germany,Male,68,4,136525.99,1,0,0,175399.14,0.8853733361034328
3390,15724863,Sheppard,420,Spain,Female,55,4,91893.32,1,1,0,144870.28,0.884970732360023
1159,15690007,Ts'ui,434,Germany,Female,58,9,125801.03,2,1,0,60891.8,0.8844273823135997
2912,15704987,Lu,649,France,Female,52,8,49113.75,1,1,0,41858.43,0.8843509216371214
9053,15597949,Gilbert,768,Germany,Female,47,5,104552.61,1,1,0,48137.08,0.8842833138109898
9992,15769959,Ajuluchukwu,597,France,Female,53,4,88381.21,1,1,0,69384.71,0.8838184921402573
2543,15791102,Mai,549,Germany,Male,41,9,95020.8,3,1,1,131710.59,0.8837205131877353
5332,15700627,Y?,637,Germany,Female,46,2,143500.82,1,1,0,166996.46,0.8836108624800932
3317,15758116,Rossi,666,France,Male,53,5,64646.7,1,1,0,128019.48,0.8834179796736648
517,15752081,Vassiliev,468,France,Female,56,10,0.0,3,0,1,62256.87,0.883235904548014
2990,15636428,Sutherland,703,Spain,Female,45,1,0.0,1,1,0,182784.11,0.8831283682401687
8642,15749103,Ginikanwa,604,Germany,Female,47,4,118907.6,1,0,1,47777.15,0.8828070384775817
7970,15652030,De Bernales,637,Germany,Male,49,2,108204.52,1,1,0,169037.84,0.8825698226437082
5106,15718465,Sadler,671,Germany,Male,51,3,96891.46,1,1,0,176403.33,0.8825606560690382
503,15714485,Udinese,774,France,Male,60,5,85891.55,1,1,0,74135.48,0.8824998160401709
4630,15687153,Graham,850,Germany,Male,49,8,98649.55,1,1,0,119174.88,0.8819038693881524
